設備ID,発電事業者名,代表者名,事業者の住所,事業者の電話番号,発電設備区分,発電出力（kW）,発電設備の所在地,他の筆数,太陽電池の合計出力（kW）,新規認定日,運転開始報告年月,パワーコンディショナーの自立運転機能の有無,給電用コンセントの有無,廃棄費用の積立方法,廃棄費用の積立状況,調達期間終了年月
A957977E25,オリックス株式会社,井上　亮,港区浜松町２－４－１,03-6777-3628,太陽光,49.5,滋賀県長浜市分木町４－２９,0,72.8,12月5日2016年,2019年7月,-,-,外部積立て,-,2039年5月
A957981E25,オリックス株式会社,井上　亮,港区浜松町２－４－１,03-6777-3628,太陽光,49.5,滋賀県彦根市野良田町３１１,0,74.5,12月5日2016年,2019年7月,-,-,外部積立て,-,2039年5月
A958066E25,梅田　昌男,,,,太陽光,47.2,滋賀県犬上郡多賀町富之尾字小森池４２２－２,0,67.1,12月5日2016年,2017年4月,-,-,外部積立て,-,2037年3月
A958094E25,株式会社ジェイズファクトリー,間宮　鈴子,大津市大萱１丁目１８－１４,077-572-8230,太陽光,47.2,滋賀県大津市上田上平野町字東萱尾７６７,0,79.2,12月5日2016年,2018年3月,-,-,外部積立て,-,2038年1月
A958104E25,淵本　義昭,,,,太陽光,49.5,滋賀県甲賀市甲賀町高野字細田９０８,0,95.0,12月5日2016年,2018年4月,-,-,外部積立て,-,2038年2月
A958135E25,吉田電工株式会社,吉田　正和,甲賀市甲南町野尻６５５,0748-86-2224,太陽光,49.9,滋賀県甲賀市土山町北土山字畑口１７７８‐１,0,79.5,12月5日2016年,2017年12月,-,-,外部積立て,-,2037年10月
A958142E25,小森　枝美子,,,,太陽光,47.2,滋賀県蒲生郡日野町音羽字木呂比野５２８－３２,1,64.0,12月5日2016年,2017年5月,-,-,外部積立て,-,2037年4月
A958177E25,株式会社Ｂｅｔｈｒｅｅ,青木　誠,滋賀県彦根市野良田町４１１番地２４,,太陽光,29.7,滋賀県愛知郡愛荘町目加田２７９,0,29.7,12月5日2016年,2017年11月,-,-,外部積立て,-,2037年9月
A958192E25,吉田　真一,,,,太陽光,39.6,滋賀県蒲生郡日野町石原字名倉１０８８,0,54.4,12月5日2016年,2020年3月,-,-,外部積立て,-,2040年1月
A958221E25,野崎　忠男,,,,太陽光,39.6,滋賀県東近江市札の辻１２２０‐１,0,39.6,12月5日2016年,2017年7月,-,-,外部積立て,-,2037年5月
A958222E25,野崎　忠男,,,,太陽光,49.5,滋賀県東近江市八日市金屋３－４－１１,0,49.5,12月5日2016年,2017年11月,-,-,外部積立て,-,2037年9月
A958226E25,吉田電工株式会社,吉田　正和,甲賀市甲南町野尻６５５,0748-86-2224,太陽光,49.5,滋賀県甲賀市甲賀町上野１１８０,0,80.6,12月5日2016年,2019年12月,-,-,外部積立て,-,2039年11月
A958288E25,株式会社石田産業,木下　茂,彦根市高宮町７０２－４,0749-24-3386,太陽光,38.5,滋賀県彦根市高宮町２７０７－３,0,44.5,12月5日2016年,2017年4月,-,-,外部積立て,-,2037年2月
A958368E25,高田　温,,,,太陽光,23.6,滋賀県長浜市南高田町１－３０,0,29.7,12月5日2016年,2019年4月,-,-,外部積立て,-,2039年2月
A958501E25,株式会社　フリースタイル,谷口　明弘,彦根市馬場２－６－３６,0749-20-9737,太陽光,27.5,滋賀県彦根市甘呂町４９６－１２,0,42.4,12月5日2016年,2017年9月,-,-,外部積立て,-,2037年7月
A958523E25,守山市,市長　宮本　和宏,,,太陽光,73.6,滋賀県守山市石田町字皆久尻２８２－１,4,73.9,12月8日2016年,2017年3月,-,-,外部積立て,-,2037年1月
A958722E25,株式会社ベスト・イン・ブルーム,才田　貴広,大阪府大阪市北区梅田１−３−１−３００,06-6486-9001,太陽光,49.5,滋賀県甲賀市甲南町杉谷前野２８６,0,87.0,12月5日2016年,2018年9月,-,-,外部積立て,-,2038年7月
A958739E25,合同会社　光明,北川　光明,滋賀県彦根市古沢町６８５,0749-30-9910,太陽光,22.0,滋賀県彦根市彦根駅東土地区画整理事業２街区２－２,2,22.4,12月5日2016年,2017年4月,-,-,外部積立て,-,2037年2月
A958741E25,徳島電機産業株式会社,表原　弘幸,徳島県阿南市那賀川町上福井南川渕３９－１０,0884-24-9972,太陽光,150.0,滋賀県蒲生郡日野町大字北脇字雁ケ谷奥７５５－３,0,167.4,12月8日2016年,2020年3月,-,-,外部積立て,-,2040年1月
A958961E25,大晶電気株式会社,山口　秀樹,滋賀県甲賀市水口町杣中１１７,0748-63-0710,太陽光,49.5,滋賀県甲賀市甲賀町隠岐字大谷２３８８－１,1,72.0,12月5日2016年,2021年11月,-,-,外部積立て,-,2040年7月
A958978E25,ダイニック株式会社,山田　英伸,港区新橋６－１７－１９新御成ビル,03-5402-1811,太陽光,1675.0,滋賀県犬上郡多賀町大字多賀字中之尾１８３－１,0,2733.6,12月15日2016年,2022年11月,-,-,外部積立て,-,2040年2月
A959418E25,谷本　淳,,,,太陽光,47.2,滋賀県高島市マキノ町白谷字北海道４２０－４,0,80.6,12月14日2016年,2017年4月,-,-,外部積立て,-,2037年3月
A959437E25,株式会社　大島組,大島　孝美,蒲生郡日野町村井３－１２,0748-52-1640,太陽光,49.5,滋賀県蒲生郡日野町河原６０１,0,82.0,12月14日2016年,2019年10月,-,-,外部積立て,-,2039年9月
A959440E25,ブロードバンドナビ株式会社,前田　有毅,西宮市六湛寺町９－８市役所前ビル５０２号,0798-78-3112,太陽光,47.2,滋賀県蒲生郡日野町大字河原４３２,0,81.2,12月14日2016年,2017年8月,-,-,外部積立て,-,2037年7月
A959441E25,前田　有毅,,,,太陽光,47.2,滋賀県蒲生郡日野町大字河原４２９－１,0,81.2,12月14日2016年,2017年8月,-,-,外部積立て,-,2037年7月
A959450E25,松本　雅樹,,,,太陽光,49.9,滋賀県彦根市稲部町５７９－１,0,49.9,12月14日2016年,2017年6月,-,-,外部積立て,-,2037年4月
A959465E25,川崎　隆史,,,,太陽光,49.5,滋賀県高島市新旭町藁園字里ノ西２４９９,0,82.0,12月14日2016年,2018年12月,-,-,外部積立て,-,2038年10月
A959512E25,森　香夏,,,,太陽光,49.5,滋賀県東近江市市ケ原町１９８－１,0,93.6,12月14日2016年,2017年7月,-,-,外部積立て,-,2037年5月
A959607E25,山岡精機株式会社,山岡　広典,長浜市高月町東阿閉６７２,0749-85-4525,太陽光,48.9,滋賀県長浜市高月町東阿閉６７２,0,48.9,12月14日2016年,2017年6月,-,-,外部積立て,-,2037年3月
A959615E25,山川　光,,,,太陽光,33.0,滋賀県湖南市正福寺字赤込原９２８,0,47.7,12月14日2016年,2018年5月,-,-,外部積立て,-,2038年3月
A959674E25,有限会社　昭英工業,池田英夫,東近江市愛東外町１０９２,0749-46-1182,太陽光,49.5,滋賀県高島市マキノ町森西字黒川４８４－１２,0,49.5,12月14日2016年,2017年4月,-,-,外部積立て,-,2037年2月
A959680E25,高橋　潔、高橋美子,,,,太陽光,29.0,滋賀県野洲市小篠原字権現前２８９の一部,5,29.0,12月14日2016年,2017年12月,-,-,外部積立て,-,2037年10月
A959687E25,ライム　株式会社,村井　安一,蒲生郡竜王町岡屋２０３９番地,0748-58-3030,太陽光,49.5,滋賀県蒲生郡竜王町岡屋２５４８－２,0,53.0,12月14日2016年,2017年5月,-,-,外部積立て,-,2037年3月
A959688E25,村井建設　株式会社,村井　安一,蒲生郡竜王町岡屋１２２３番地,0748-58-2244,太陽光,20.4,滋賀県蒲生郡竜王町田中６２９－１,0,20.4,12月14日2016年,2017年4月,-,-,外部積立て,-,2037年2月
A959734E25,有限会社　昭英工業,池田英夫,東近江市愛東外町１０９２,0749-46-1182,太陽光,49.5,滋賀県東近江市愛東外町８３‐１,0,49.5,12月14日2016年,2017年4月,-,-,外部積立て,-,2037年2月
A959774E25,有限会社ｋａｊｙｕコーポレーション,笠井　恵子,大津市日吉台１丁目３－３,,太陽光,49.5,滋賀県大津市北比良９５６－２９,0,49.5,12月14日2016年,2017年4月,-,-,外部積立て,-,2037年2月
A959779E25,株式会社　高橋重機,高橋　作司,彦根市薩摩町１４３３,0749-43-3855,太陽光,49.5,滋賀県愛知郡愛荘町円城寺６,0,49.5,12月14日2016年,2017年7月,-,-,外部積立て,-,2037年5月
A959780E25,小森　怜那,,,,太陽光,47.2,滋賀県蒲生郡日野町音羽字木呂比野５６８－２,0,64.8,12月14日2016年,2017年7月,-,-,外部積立て,-,2037年5月
A959798E25,小山　明由実,,,,太陽光,38.5,滋賀県甲賀市土山町黒川１６２５－１,1,62.1,12月14日2016年,2017年12月,-,-,外部積立て,-,2037年10月
A959844E25,河合　信也,,,,太陽光,49.9,滋賀県甲賀市甲賀町小佐治１７６６,0,79.5,12月14日2016年,2018年11月,-,-,外部積立て,-,2038年9月
A959845E25,長住建設株式会社,松居　慶浩,長浜市大戌亥町１００１,0749-63-1611,太陽光,49.5,滋賀県長浜市五村２５２,3,73.4,12月14日2016年,2017年4月,-,-,外部積立て,-,2037年2月
A959848E25,望月　一廣,,,,太陽光,49.9,滋賀県甲賀市甲賀町田堵野字出口８２４,0,79.5,12月14日2016年,2017年7月,-,-,外部積立て,-,2037年6月
A959862E25,社会福祉法人　檸檬会,前田　効多郎,紀の川市古和田２４０,0736-79-7313,太陽光,33.0,滋賀県長浜市高橋町字東畑８４、８３－２、７９、７８、７３－１、６８－１（住居表示未確定）,0,36.4,12月14日2016年,2017年4月,-,-,外部積立て,-,2037年2月
A959899E25,大倉　教史,,,,太陽光,44.0,滋賀県彦根市野田山町字長後谷２００,0,68.2,12月14日2016年,2017年4月,-,-,外部積立て,-,2037年2月
A959963E25,森正商事株式会社,森　陽一,滋賀県大津市南郷１丁目５－８,077-537-2393,太陽光,49.5,滋賀県甲賀市甲南町池田字奥ノ谷１７００,1,49.5,12月14日2016年,2018年6月,-,-,外部積立て,-,2038年5月
A960828E25,湖東興産株式会社,代表取締役　今若　伸男,東近江市上中野町９５６,0749-46-1570,太陽光,850.0,滋賀県東近江市池之脇町字忠連谷４６８,1,1000.8,2月16日2017年,2021年11月,-,-,外部積立て,-,2040年5月
A961178E25,戸嶋　清造,,,,太陽光,49.5,滋賀県東近江市小田苅町１４２２－１,0,59.8,12月28日2016年,2017年7月,-,-,外部積立て,-,2037年5月
A961190E25,株式会社　フリースタイル,谷口　明弘,彦根市馬場２－６－３６,0749-20-9737,太陽光,49.5,滋賀県愛知郡愛荘町長野７３６,3,76.3,12月28日2016年,2017年7月,-,-,外部積立て,-,2037年5月
A961195E25,有限会社インテリア高橋,高橋　和之,大津市北比良６１８,077-596-0226,太陽光,22.0,滋賀県大津市北比良６１８,0,23.9,12月28日2016年,2017年7月,-,-,外部積立て,-,2037年5月
A961546E25,原田　公寿,,,,太陽光,49.5,滋賀県甲賀市甲南町市原５５７－１,0,66.7,1月5日2017年,2018年3月,-,-,外部積立て,-,2038年1月
A961555E25,平成エレクトリック株式会社,川岸浩,大阪市淀川区三国本町３－８－１２－７０７,06-6151-5350,太陽光,49.5,滋賀県高島市今津町北仰４５４－５２,0,83.1,1月5日2017年,2020年3月,-,-,外部積立て,-,2040年2月
A961568E25,臼井　貴子,,,,太陽光,49.5,滋賀県東近江市蒲生岡本町１７５６－１,1,74.4,1月5日2017年,2020年5月,-,-,外部積立て,-,2040年2月
A961571E25,杉田　よね,,,,太陽光,27.7,滋賀県東近江市林町字前五位田２５０－１番の一部２５４番の一部２５５番２５６－１番の一部２５７－１番の一部２５９番２６０番（住居表示未確定）,0,27.7,1月5日2017年,2017年9月,-,-,外部積立て,-,2037年4月
A961614E25,中村　浩之,,,,太陽光,49.5,滋賀県東近江市瓜生津町１６,0,53.0,1月5日2017年,2023年12月,-,-,外部積立て,-,2040年2月
A961655E25,川崎　俊彦,,,,太陽光,39.6,滋賀県栗東市下戸山７６３,0,64.8,1月5日2017年,2017年6月,-,-,外部積立て,-,2037年4月
A961662E25,有限会社　エフエーオート,山本　哲也,愛知郡愛荘町東円堂２５３５,0749-49-5622,太陽光,22.0,滋賀県愛知郡愛荘町東円堂２５３５,0,31.2,1月5日2017年,2017年7月,-,-,外部積立て,-,2037年5月
A961681E25,龍池　公人,,,,太陽光,49.5,滋賀県湖南市菩提寺東４－１５０３,0,64.8,1月5日2017年,2017年9月,-,-,外部積立て,-,2037年7月
A961722E25,緩利　孝之,,,,太陽光,29.7,滋賀県甲賀市甲賀町上野字三反田１１６８－１,0,34.5,1月5日2017年,2018年2月,-,-,外部積立て,-,2037年12月
A961723E25,株式会社　ファインエナジー,吉田　真一,甲賀市甲南町野尻９８７―５,0748-86-6335,太陽光,49.5,滋賀県甲賀市土山町市場字常盤野４４－２,0,81.5,1月5日2017年,2020年2月,-,-,外部積立て,-,2039年12月
A961728E25,吉田電工株式会社,吉田　正和,甲賀市甲南町野尻６５５,0748-86-2224,太陽光,29.7,滋賀県甲賀市土山町北土山字上平２２８２－２９,0,40.9,1月5日2017年,2020年4月,-,-,外部積立て,-,2040年2月
A961732E25,吉田電工株式会社,吉田　正和,甲賀市甲南町野尻６５５,0748-86-2224,太陽光,49.5,滋賀県甲賀市甲賀町隠岐字門ノ内２２１３‐１,0,79.6,1月5日2017年,2019年12月,-,-,外部積立て,-,2039年11月
A961776E25,吉田　一郎,,,,太陽光,26.0,滋賀県野洲市市三宅２５１５,0,26.0,1月5日2017年,2017年11月,-,-,外部積立て,-,2037年8月
A961788E25,株式会社　ファインエナジー,吉田　真一,甲賀市甲南町野尻９８７―５,0748-86-6335,太陽光,49.5,滋賀県甲賀市水口町貴生川２－１００,0,75.6,1月5日2017年,2020年4月,-,-,外部積立て,-,2040年2月
A961819E25,株式会社　あずでん,東　篤志,甲賀市甲南町新治１１５０－２７,0748-86-2142,太陽光,49.9,滋賀県甲賀市甲賀町大原上田１０７０－１,2,56.1,1月5日2017年,2017年9月,-,-,外部積立て,-,2037年7月
A961839E25,廣瀬　貞夫,,,,太陽光,49.5,滋賀県東近江市平柳町字北浦５００－１０,0,59.8,1月5日2017年,2019年6月,-,-,外部積立て,-,2039年4月
A961855E25,冨田　真奈美,,,,太陽光,49.5,滋賀県野洲市上屋９４－１,1,73.4,1月5日2017年,2017年12月,-,-,外部積立て,-,2037年11月
A961905E25,第三日本ソーラー電力株式会社,椎原　祥一朗,千葉県千葉市中央区富士見１－１４－１３　千葉大栄ビル８階,06-6943-1117,太陽光,49.5,滋賀県湖南市石部北１－４－２８,0,86.3,1月5日2017年,2017年6月,-,-,外部積立て,-,2037年4月
A961916E25,株式会社山屋岡伊右衛門商店,岡　勝美,東京都新宿区大京町１２,03-3351-2377,太陽光,29.7,滋賀県蒲生郡日野町大窪１４１４,2,42.9,1月5日2017年,2019年3月,-,-,外部積立て,-,2039年2月
A961936E25,株式会社ＯＫコンサルティング,川副　修,滋賀県東近江市幸町１－６５,0748-36-3883,太陽光,33.0,滋賀県東近江市妹町字高畑１６６３－１,0,37.4,1月5日2017年,2018年1月,-,-,外部積立て,-,2037年11月
A961996E25,宮垣　善成,,,,太陽光,49.5,滋賀県大津市伊香立途中町９９,0,68.0,1月5日2017年,2017年7月,-,-,外部積立て,-,2037年5月
A962059E25,池田　喜久子,,,,太陽光,49.5,滋賀県東近江市和南町２１９１,0,59.4,1月5日2017年,2020年8月,-,-,外部積立て,-,2040年2月
A962063E25,湖東興産株式会社,今若　伸男,東近江市上中野町９５６番地,0749-46-1570,太陽光,49.5,滋賀県愛知郡愛荘町栗田字釜土１２,1,59.4,1月5日2017年,2020年10月,-,-,外部積立て,-,2040年2月
A962067E25,片岡　久伸,,,,太陽光,49.5,滋賀県甲賀市土山町大野４９６３,0,73.7,1月5日2017年,2018年9月,-,-,外部積立て,-,2038年7月
A962130E25,カインド・ヒート・テクノロジー株式会社,代表取締役　種岡　智一,近江八幡市古川町１８２３－２,0748-31-0225,太陽光,49.5,滋賀県近江八幡市末広町８０－１７,0,49.5,1月5日2017年,2017年11月,-,-,外部積立て,-,2037年8月
A962567E25,長谷川　正直,,,,太陽光,47.2,滋賀県米原市醒井字下川原６８４,0,62.1,1月6日2017年,2018年6月,-,-,外部積立て,-,2038年4月
A962575E25,エアーエナジー合同会社,松永　正博,大津市比叡平３ー４１ー５,077-529-2923,太陽光,49.5,滋賀県甲賀市信楽町黄瀬字角チ２０２２,0,49.5,1月6日2017年,2020年5月,-,-,外部積立て,-,2040年2月
A962588E25,株式会社　サンループ,北村二郎,湖南市石部中央４‐８‐１２,0748-77-5676,太陽光,49.5,滋賀県湖南市正福寺宮ノ口１３０９－２３１,0,49.5,1月6日2017年,2020年1月,-,-,外部積立て,-,2039年9月
A962646E25,有限会社本郷工業,代表取締役　本郷　智也,草津市野路東６－３－４　ブレジオ３　１Ｆ,077-566-8200,太陽光,400.0,滋賀県大津市大石龍門５丁目字南出７３２,5,464.2,1月26日2017年,2017年7月,-,-,外部積立て,-,2037年5月
